alert_type,source_ip_risk,user_risk_score,failed_login_count_24h,geo_impossible_travel,asset_criticality,historical_false_positive_rate,priority
brute_force,0.1394,0.194,11,0,medium,0.6396,medium
data_exfil,0.0,0.3259,7,1,medium,0.2469,medium
malware,0.0,0.2438,4,0,low,0.8507,low
brute_force,0.2162,0.0,9,0,medium,0.8385,medium
suspicious_login,0.4001,0.5483,9,0,low,0.7717,low
other,0.0718,0.3428,3,0,high,0.6706,medium
suspicious_login,0.3892,0.6032,1,0,low,0.4991,low
data_exfil,0.2477,0.2749,0,1,medium,0.2508,medium
malware,0.0,0.2074,5,0,medium,0.7196,medium
malware,0.1058,0.5133,4,0,low,0.3591,low
data_exfil,0.2255,0.2417,0,0,low,0.6396,medium
other,0.1596,0.3331,3,0,medium,0.2174,medium
data_exfil,0.0,0.1668,14,0,high,0.5505,medium
suspicious_login,0.0805,0.0997,6,0,high,0.3547,high
brute_force,0.4846,0.3854,3,0,medium,0.6332,medium
suspicious_login,0.0,0.0728,12,1,medium,0.5404,medium
malware,0.6532,0.8121,0,0,medium,0.4637,medium
data_exfil,0.301,0.9599,9,1,high,0.4007,high
brute_force,0.0,0.0887,1,1,medium,0.3146,medium
data_exfil,0.6585,1.0,10,0,low,0.5068,medium
suspicious_login,0.2014,0.1768,0,0,low,0.6033,low
suspicious_login,0.6609,0.1123,3,0,medium,0.9058,low
malware,0.5126,0.3915,11,0,low,0.7496,medium
malware,0.3334,0.1488,11,0,low,0.5901,low
other,0.0,0.3327,2,0,high,0.6168,medium
suspicious_login,0.3116,0.2388,1,0,low,0.5198,low
brute_force,0.24,0.1772,13,0,medium,0.7537,medium
malware,0.0,0.2051,13,0,high,0.6128,high
suspicious_login,0.7114,0.2996,3,0,low,0.6819,medium
brute_force,0.201,0.0,3,0,medium,0.9242,low
suspicious_login,0.2033,0.4976,1,0,medium,0.6422,medium
suspicious_login,0.3056,0.2553,2,0,medium,0.278,low
suspicious_login,0.4045,0.4782,1,1,low,0.6134,low
suspicious_login,0.6609,0.4005,1,0,low,0.402,low
other,0.0347,0.2058,1,0,medium,0.8355,medium
suspicious_login,0.2279,0.1884,0,0,medium,0.4658,low
data_exfil,0.1956,0.1352,2,0,medium,0.8989,low
brute_force,0.5937,0.4792,4,0,low,0.535,medium
malware,0.8608,0.763,2,0,low,0.8558,medium
suspicious_login,0.6899,0.1028,1,0,low,0.4987,low
suspicious_login,0.002,0.0,1,0,high,0.4811,medium
brute_force,0.1528,0.0625,18,0,low,0.335,low
data_exfil,0.1845,0.3106,2,1,low,0.2584,medium
data_exfil,0.6851,0.1214,0,0,high,0.9429,medium
brute_force,0.0809,0.2246,1,0,low,0.5199,low
brute_force,0.0942,0.0768,1,1,low,0.4486,low
malware,0.0579,0.0736,1,0,high,0.5873,medium
data_exfil,0.0598,0.2275,4,0,low,0.359,low
other,0.0,0.0356,2,0,low,0.8677,low
other,0.4111,0.7655,7,0,medium,0.6085,high
brute_force,0.506,0.4147,3,0,medium,0.8894,high
malware,0.3696,0.4498,17,0,high,0.5846,high
malware,0.4022,0.1779,11,0,high,0.5514,high
malware,0.0,0.0751,13,0,high,0.9259,high
malware,0.5729,0.6971,15,0,low,0.8817,medium
suspicious_login,0.3968,0.0,4,1,medium,0.9367,high
data_exfil,0.3434,0.3819,1,1,medium,0.3886,medium
other,0.0359,0.0238,8,0,low,0.7019,low
suspicious_login,0.1572,0.2091,14,0,high,0.606,high
suspicious_login,0.5168,0.4117,12,0,medium,0.6024,high
other,0.4866,0.2092,0,0,high,0.4889,medium
other,0.2807,0.6584,17,0,medium,0.2272,high
malware,0.3826,0.2162,1,1,low,0.4691,low
suspicious_login,0.0,0.1206,1,0,low,0.3937,low
other,0.5418,0.4331,8,0,medium,0.4784,medium
other,0.3559,0.2016,4,0,medium,0.3086,medium
brute_force,0.0304,0.0,2,0,medium,0.5942,low
other,0.0322,0.2858,2,0,high,0.5479,medium
brute_force,0.9441,0.669,1,0,low,0.5804,medium
brute_force,0.4506,0.4359,5,0,low,0.8911,medium
data_exfil,0.4398,0.2687,2,0,medium,0.6455,medium
brute_force,0.5323,0.2318,3,0,low,0.2916,low
suspicious_login,0.4871,0.2665,10,0,low,0.3051,low
suspicious_login,0.0642,0.2075,8,0,medium,0.4808,medium
other,0.2161,0.2296,3,0,low,0.8891,low
other,0.0585,0.0271,10,1,medium,0.4357,medium
malware,0.3589,0.1711,1,0,medium,0.3796,medium
data_exfil,0.1706,0.3948,1,0,medium,0.4933,medium
other,0.679,0.2625,6,0,low,0.6037,medium
brute_force,0.1406,0.0988,0,0,high,0.5702,medium
suspicious_login,0.1399,0.2272,2,0,low,0.52,low
other,0.4994,0.4043,3,0,low,0.8076,low
data_exfil,0.6964,0.523,0,0,medium,0.658,medium
malware,0.26,0.4877,2,0,high,0.8007,medium
data_exfil,0.1327,0.5032,3,0,medium,0.3844,medium
other,0.1696,0.1863,3,0,low,0.5601,low
suspicious_login,0.0541,0.1896,2,0,high,0.134,high
data_exfil,0.7442,0.3932,3,0,medium,0.6669,medium
suspicious_login,0.3448,0.3333,13,0,low,0.5713,low
brute_force,0.2967,0.3012,14,0,high,0.4084,high
other,0.1548,0.0,1,0,low,0.9234,low
suspicious_login,0.2164,0.053,1,0,high,0.2051,medium
other,0.4513,0.342,16,0,medium,0.6228,medium
malware,0.2388,0.1981,3,0,medium,0.8508,low
suspicious_login,0.0,0.0,6,0,low,0.6464,low
data_exfil,0.6001,0.5796,0,0,low,0.9244,low
data_exfil,0.2078,0.168,1,0,medium,0.4754,medium
suspicious_login,0.2021,0.152,3,0,medium,0.4643,medium
malware,0.2699,0.2491,4,0,low,0.5695,medium
suspicious_login,0.4873,0.6708,16,1,medium,0.6123,high
data_exfil,0.4004,0.3958,3,0,high,0.4113,high
data_exfil,0.2771,0.7955,0,0,medium,0.6516,medium
data_exfil,0.8929,0.5793,2,0,low,0.747,medium
malware,0.2312,0.1998,2,0,low,0.6715,low
brute_force,0.176,0.2829,10,0,high,0.8342,high
malware,0.2483,0.3201,8,1,low,0.4551,medium
suspicious_login,0.6346,0.5276,9,0,medium,0.984,medium
other,0.0892,0.3802,2,1,high,0.3049,high
other,0.4742,0.5548,6,0,medium,0.5685,high
other,0.4724,0.4723,0,0,medium,0.5743,medium
data_exfil,0.2536,0.2777,1,0,medium,0.5257,medium
data_exfil,0.0,0.2639,9,0,low,0.566,low
malware,0.4948,0.4405,3,0,medium,0.6757,medium
malware,0.5803,0.2172,18,0,medium,0.831,medium
suspicious_login,0.1762,0.0611,5,1,medium,0.23,high
data_exfil,0.3664,0.5964,3,0,medium,0.813,medium
brute_force,0.345,0.3701,1,0,low,0.5687,low
data_exfil,0.351,0.4498,8,0,high,0.7226,high
malware,0.5516,0.0995,8,1,low,0.8511,medium
malware,0.2377,0.5858,1,0,high,0.7129,medium
malware,0.8338,0.4252,3,0,high,0.5941,high
suspicious_login,0.1317,0.3332,15,0,low,0.5448,low
other,0.4013,0.5077,2,0,medium,0.9871,medium
malware,0.1176,0.0956,1,0,low,0.3286,low
data_exfil,0.4258,0.5585,4,0,medium,0.6899,high
malware,0.1213,0.2811,2,0,low,0.8489,low
brute_force,0.3473,0.2602,10,0,medium,0.7214,medium
brute_force,0.2653,0.1485,9,0,high,0.646,medium
malware,0.0976,0.4881,14,0,low,0.4375,low
malware,0.1861,0.4612,0,0,medium,0.7061,low
brute_force,0.0432,0.0441,2,0,low,0.6049,low
suspicious_login,0.6114,0.462,7,0,medium,0.2274,high
other,0.275,0.0241,12,0,medium,0.7964,medium
data_exfil,0.0,0.1158,2,0,medium,0.4837,medium
malware,0.4964,0.3217,0,0,medium,0.6953,medium
malware,0.3788,0.4004,8,0,medium,0.7834,medium
data_exfil,0.2353,0.3375,2,0,low,0.6152,low
suspicious_login,0.523,0.4922,14,0,medium,0.8388,medium
data_exfil,0.0,0.3663,2,0,medium,0.452,low
other,0.3371,0.2408,1,1,low,0.661,low
other,0.0,0.0812,2,0,low,0.7763,low
brute_force,0.0172,0.0,11,0,low,0.7258,low
suspicious_login,0.1909,0.0,9,0,medium,0.8861,low
suspicious_login,0.2378,0.2272,1,1,high,0.8366,medium
brute_force,0.1028,0.0,6,0,low,0.5891,medium
other,0.0582,0.1856,16,0,low,0.8701,low
suspicious_login,0.2971,0.369,8,0,low,0.6545,medium
other,0.1686,0.3894,2,0,medium,0.6641,medium
malware,0.248,0.2587,1,0,low,0.7405,low
brute_force,0.1437,0.0659,0,0,low,0.5699,low
suspicious_login,0.2318,0.3412,2,1,high,0.8536,high
data_exfil,0.4617,0.4644,2,0,low,0.7142,low
suspicious_login,0.2907,0.5476,1,0,medium,0.7456,low
brute_force,0.5604,0.0561,1,0,low,0.6001,low
other,0.2352,0.5931,9,1,medium,0.3897,high
data_exfil,0.1791,0.0,2,0,low,0.7981,medium
brute_force,0.6787,0.8553,2,1,medium,0.667,high
other,0.2327,0.228,18,0,high,0.8099,high
brute_force,0.0,0.4781,2,0,medium,0.5443,medium
malware,0.3418,0.0,0,0,high,0.6815,medium
data_exfil,0.3974,0.2732,1,0,medium,0.9348,medium
brute_force,0.2917,0.5085,9,0,medium,0.7025,medium
suspicious_login,0.1715,0.3708,6,0,low,0.4798,low
data_exfil,0.1729,0.2036,1,0,low,0.8624,low
data_exfil,0.2697,0.3158,7,0,medium,0.904,medium
other,0.7261,0.6814,2,0,medium,0.5483,medium
suspicious_login,0.0384,0.3203,4,0,low,0.2922,low
data_exfil,0.273,0.0584,0,0,medium,0.2411,medium
malware,0.2685,0.2317,11,0,low,0.558,low
brute_force,0.1227,0.1952,10,1,low,0.8553,low
malware,0.4325,0.1667,3,0,medium,0.7668,medium
suspicious_login,0.155,0.0,1,0,high,0.7018,medium
suspicious_login,0.7633,0.7561,1,0,medium,0.8458,medium
data_exfil,0.3122,0.168,2,1,medium,0.8208,medium
other,0.2547,0.3151,7,0,high,0.7983,medium
malware,0.6398,0.6232,1,0,low,0.8161,low
data_exfil,0.1031,0.0846,12,0,low,0.6692,low
malware,0.1162,0.1786,14,0,high,0.7258,medium
malware,0.4417,0.0716,3,0,low,0.8339,medium
brute_force,0.3838,0.4204,2,0,low,0.9535,low
other,0.6288,0.5989,2,1,high,0.8964,high
malware,0.2165,0.0632,2,0,medium,0.5079,medium
other,0.5653,0.3725,8,0,medium,0.7664,medium
malware,0.4046,0.3491,12,0,medium,0.726,medium
brute_force,0.2574,0.511,2,0,low,0.8699,low
malware,0.2645,0.283,3,0,medium,0.7477,medium
malware,0.6071,0.2294,12,0,low,0.9242,low
malware,0.5838,0.5409,8,1,low,0.5693,high
suspicious_login,0.4346,0.1903,9,0,medium,0.8709,medium
brute_force,0.2486,0.2782,3,0,low,0.3267,low
suspicious_login,0.317,0.2815,1,0,medium,0.3994,medium
brute_force,0.2308,0.2585,1,0,medium,0.8111,medium
malware,0.7072,0.3665,2,0,medium,0.923,medium
suspicious_login,0.2799,0.0638,0,0,high,0.4398,medium
suspicious_login,0.749,0.5869,0,0,low,0.2952,low
data_exfil,0.3923,0.3172,3,0,medium,0.4179,medium
data_exfil,0.6129,0.8337,1,0,medium,0.7886,medium
brute_force,0.3974,0.2277,4,0,low,0.8611,low
malware,0.3392,0.5523,14,0,low,0.4232,medium
suspicious_login,0.4227,0.1659,1,0,medium,0.3582,medium
brute_force,0.5273,0.3848,1,0,low,0.7116,low
data_exfil,0.0,0.3083,1,1,medium,0.51,medium
other,0.0,0.0809,8,0,medium,0.6662,low
brute_force,0.0511,0.0501,8,0,medium,0.7919,low
suspicious_login,0.0439,0.0542,9,0,low,0.6257,low
data_exfil,0.0879,0.0445,2,0,low,0.5923,low
brute_force,0.6969,0.4392,8,0,medium,0.6095,medium
other,0.3202,0.0,2,0,low,0.5007,low
other,0.0,0.1118,12,0,medium,0.5902,medium
brute_force,0.0959,0.4923,0,0,low,0.7602,low
data_exfil,0.3249,0.3067,4,0,medium,0.7396,medium
malware,0.3932,0.4266,4,0,low,0.5016,low
brute_force,0.5752,0.4523,0,0,medium,0.6174,medium
brute_force,0.593,0.387,1,0,low,0.5321,low
malware,0.0164,0.1426,4,0,low,0.5464,low
brute_force,0.458,0.618,11,0,low,0.3871,low
malware,0.0,0.0,2,0,low,0.1602,low
other,0.3904,0.009,14,0,low,0.9745,low
other,0.0453,0.2582,8,0,low,0.8227,low
brute_force,0.6194,0.0,3,0,low,0.7405,medium
other,0.214,0.0097,0,0,low,0.6716,low
data_exfil,0.0682,0.0039,2,1,low,0.4252,low
suspicious_login,0.6708,0.6368,6,0,medium,0.4859,medium
other,0.3255,0.1438,0,0,low,0.6437,low
data_exfil,0.7883,0.7146,4,0,low,0.8288,high
malware,0.0,0.1446,3,0,medium,0.4871,low
suspicious_login,0.2136,0.3533,1,0,medium,0.6482,medium
malware,0.1348,0.2467,1,0,medium,0.388,medium
other,0.1934,0.2772,11,0,medium,0.7612,low
malware,0.3535,0.4757,4,0,low,0.6501,medium
malware,0.4744,0.1669,1,1,medium,0.775,medium
brute_force,0.467,0.4947,5,1,high,0.9106,high
brute_force,0.6282,0.4405,13,0,high,0.6418,high
brute_force,0.4969,0.5324,0,1,low,0.6354,medium
data_exfil,0.2103,0.3502,2,0,medium,0.6409,medium
other,0.4127,0.1945,1,0,low,0.4399,low
malware,0.2232,0.3445,1,0,high,0.8319,medium
other,0.3413,0.4027,10,0,medium,0.7842,medium
other,0.143,0.1833,12,0,medium,0.8055,low
brute_force,0.2756,0.1585,2,0,high,0.4915,medium
other,0.0739,0.8074,3,0,medium,0.4945,high
brute_force,0.1772,0.3829,2,0,medium,0.1172,medium
malware,0.047,0.3302,16,0,high,0.6691,medium
suspicious_login,0.1162,0.3044,2,1,medium,0.503,medium
malware,0.2058,0.3284,3,0,low,0.433,medium
data_exfil,0.3273,0.3048,2,0,low,0.5661,medium
other,0.6677,0.4662,3,0,medium,0.9488,medium
malware,0.2106,0.2249,2,0,medium,0.616,medium
suspicious_login,0.1081,0.4348,6,0,medium,0.5973,medium
suspicious_login,0.4228,0.2364,0,0,low,0.77,low
malware,1.0,0.8985,18,0,low,0.825,medium
other,0.0441,0.1549,2,0,low,0.6706,low
brute_force,0.3783,0.5553,3,0,low,0.1313,low
suspicious_login,0.5876,0.1231,2,0,high,0.5862,high
other,0.2476,0.3711,1,0,low,0.591,low
brute_force,0.7205,1.0,1,0,high,0.7697,high
other,0.461,0.2936,2,0,low,0.8342,low
malware,0.0231,0.0,3,0,low,0.4405,low
data_exfil,0.2961,0.0322,9,0,medium,0.5196,medium
data_exfil,0.6122,0.5155,2,0,medium,0.808,medium
data_exfil,0.1073,0.1866,4,0,low,0.6573,low
data_exfil,0.0,0.0,13,0,low,0.6175,low
suspicious_login,0.2496,0.2658,2,0,low,0.5825,medium
brute_force,0.0794,0.0699,0,0,medium,0.4945,low
suspicious_login,0.3715,0.3339,12,0,medium,0.585,medium
data_exfil,0.2114,0.0922,3,1,low,0.8361,medium
data_exfil,0.0308,0.0,0,0,low,0.7662,low
malware,0.0611,0.0,1,0,low,0.476,low
malware,0.6737,0.3192,2,0,medium,0.8248,medium
malware,0.3642,0.2525,2,0,high,0.7035,medium
brute_force,0.22,0.2986,1,0,low,0.6269,low
malware,0.3901,0.165,2,0,low,0.9878,low
data_exfil,0.3855,0.3856,0,0,low,0.4238,low
brute_force,0.0,0.101,8,0,low,0.5846,low
suspicious_login,0.336,0.4704,15,0,medium,0.7485,medium
other,0.1726,0.0,9,0,medium,0.846,medium
brute_force,0.2926,0.0,3,1,high,0.8295,high
suspicious_login,0.5536,0.3246,6,0,low,0.1254,medium
brute_force,0.1768,0.0,18,0,high,0.9208,medium
malware,0.2247,0.2016,7,0,low,0.6105,low
brute_force,0.0,0.0874,0,0,medium,0.6515,low
malware,0.0978,0.3258,2,0,high,0.5486,high
other,0.3211,0.7476,3,0,medium,0.4462,high
other,0.058,0.5064,1,0,medium,0.5162,low
suspicious_login,0.1075,0.1445,0,0,low,0.4876,low
data_exfil,0.0267,0.4848,0,0,low,0.713,low
brute_force,0.724,0.2694,15,0,medium,0.6157,high
other,0.3291,0.2912,10,0,medium,0.9189,medium
malware,0.4595,0.807,2,0,medium,0.1743,high
brute_force,0.4053,0.1168,3,1,high,0.1781,high
suspicious_login,0.0,0.099,6,0,high,0.4681,high
malware,0.1012,0.2566,2,0,medium,0.7105,low
data_exfil,0.6277,0.4495,2,0,high,0.8711,high
brute_force,0.4103,0.2592,0,0,low,0.7073,low
malware,0.1794,0.203,4,0,medium,0.777,low
malware,0.2443,0.2325,2,0,high,0.4288,high
brute_force,0.0,0.0045,2,1,low,0.3645,low
other,0.2579,0.1597,11,0,low,0.4932,low
suspicious_login,0.2381,0.0,11,0,low,0.4166,low
malware,0.7745,0.3838,7,0,medium,0.2665,high
other,0.0652,0.2914,2,0,high,0.7325,medium
malware,0.3996,0.0973,2,0,medium,0.5635,medium
data_exfil,0.3285,0.2621,2,0,medium,0.5472,medium
suspicious_login,0.704,0.5291,0,0,high,0.6469,high
brute_force,0.3949,0.4593,3,0,medium,0.687,high
suspicious_login,0.4996,0.7716,3,0,high,0.6629,high
suspicious_login,0.2438,0.1858,3,0,low,0.8063,medium
brute_force,0.2161,0.0,2,0,low,0.6637,low
malware,0.5065,0.5751,14,0,low,0.3738,medium
suspicious_login,0.0393,0.2182,2,0,high,0.7975,medium
data_exfil,0.1068,0.1153,1,0,medium,0.5497,medium
brute_force,0.0,0.0362,1,0,high,0.4208,low
suspicious_login,0.3293,0.605,3,0,medium,0.563,high
malware,0.1395,0.4137,8,0,low,0.6444,low
other,0.2392,0.5088,3,0,high,0.689,high
other,0.0528,0.0956,13,0,medium,0.7698,medium
brute_force,0.5611,0.7655,3,0,medium,0.402,high
data_exfil,0.01,0.3135,13,0,medium,0.2648,medium
malware,0.2343,0.2215,3,0,high,0.7635,high
other,0.5931,0.3498,6,0,high,0.7797,high
malware,0.0809,0.1843,12,0,medium,0.7336,medium
other,0.0,0.0032,4,0,high,0.8646,high
malware,0.264,0.1815,3,1,low,0.6672,medium
malware,0.0,0.1123,1,0,medium,0.6955,low
data_exfil,0.4163,0.0,1,0,high,0.8558,high
suspicious_login,0.0,0.0943,2,0,medium,0.7165,medium
data_exfil,0.4475,0.1438,2,0,medium,0.4636,medium
malware,0.0,0.0,3,0,medium,0.2622,low
malware,0.4849,0.639,10,0,high,0.8274,high
malware,0.2231,0.291,15,0,high,0.8824,high
brute_force,0.1044,0.008,1,0,low,0.8608,low
brute_force,0.0,0.1109,8,0,high,0.9239,high
suspicious_login,0.0,0.3711,11,1,medium,0.5153,medium
data_exfil,0.6057,0.6975,9,0,high,0.7877,high
brute_force,0.2654,0.1273,10,0,low,0.7641,low
data_exfil,0.3895,0.0755,2,0,low,0.6153,low
malware,0.5323,0.1589,7,0,low,0.2781,low
brute_force,0.6504,0.3421,8,0,medium,0.7826,medium
data_exfil,0.3484,0.295,12,0,medium,0.8245,medium
data_exfil,0.2222,0.3837,3,1,medium,0.7608,high
other,0.3471,0.3876,1,0,low,0.7921,low
brute_force,0.0804,0.2467,2,0,high,0.7176,high
data_exfil,0.397,0.2427,2,0,medium,0.2686,medium
data_exfil,0.16,0.0027,3,0,high,0.547,high
suspicious_login,0.1349,0.2478,2,0,high,0.3851,high
brute_force,0.3233,0.4865,3,1,low,0.7572,low
other,0.6396,0.1278,8,0,medium,0.561,medium
brute_force,0.4112,0.2131,0,0,low,0.2736,low
other,0.5593,0.57,11,0,low,0.3524,medium
malware,0.5045,0.525,2,0,medium,0.859,high
malware,0.2948,0.3961,3,0,low,0.4046,low
brute_force,0.0027,0.2921,2,0,low,0.2993,low
suspicious_login,0.0458,0.0,3,1,high,0.4038,high
other,0.2153,0.0318,2,0,high,0.6348,medium
other,0.5773,0.3413,5,0,medium,0.4445,medium
data_exfil,0.4186,0.3743,0,0,medium,0.934,medium
malware,0.2519,0.2407,3,0,low,0.6484,low
other,0.1619,0.1037,3,1,high,0.5022,high
malware,0.0657,0.4323,1,0,high,0.6077,medium
malware,0.2072,0.0662,8,0,low,0.592,low
suspicious_login,0.2309,0.2878,7,0,high,0.5451,medium
malware,0.0,0.1399,0,0,medium,0.7518,low
malware,0.0772,0.0898,2,1,medium,0.8214,medium
data_exfil,0.5647,0.4315,4,0,medium,0.7557,medium
suspicious_login,0.4813,0.237,4,0,medium,0.7037,medium
brute_force,0.6641,0.5866,14,1,high,0.324,high
malware,0.4786,0.3174,3,0,low,0.4732,medium
brute_force,0.0744,0.4219,1,0,medium,0.5933,medium
suspicious_login,0.0715,0.1735,3,0,low,0.7105,low
data_exfil,0.4826,0.2243,2,0,low,0.5234,low
brute_force,0.436,0.2538,17,0,medium,0.753,high
brute_force,0.6226,0.5541,4,0,low,0.8385,medium
suspicious_login,0.4401,0.289,1,0,medium,0.3872,medium
other,0.343,0.3413,9,0,low,0.8188,medium
brute_force,0.406,0.5988,1,0,medium,0.4318,medium
data_exfil,0.1085,0.0626,0,0,medium,0.5356,medium
data_exfil,0.2957,0.4709,9,1,medium,0.3475,medium
data_exfil,0.3117,0.2321,1,0,low,0.2873,low
data_exfil,0.7336,0.3812,18,0,medium,0.4418,high
data_exfil,0.4483,0.1719,2,0,medium,0.7631,medium
other,0.1909,0.1949,2,0,low,0.921,low
malware,0.3374,0.1733,8,0,low,0.2399,medium
malware,0.4407,0.3632,1,0,medium,0.895,low
suspicious_login,0.5917,0.1931,2,0,low,0.5302,low
suspicious_login,0.3438,0.3733,3,0,low,0.3853,low
malware,0.1736,0.5052,3,0,medium,0.327,medium
brute_force,0.1086,0.0734,14,0,high,0.8643,medium
suspicious_login,0.0,0.0067,8,0,low,0.5328,medium
brute_force,0.053,0.0,2,1,medium,0.5201,medium
malware,0.5948,0.1371,0,0,low,0.8398,low
suspicious_login,0.3838,0.3858,2,0,low,0.6928,low
data_exfil,0.4909,0.7592,1,0,low,0.835,low
malware,0.4837,0.1223,8,0,medium,0.8215,medium
brute_force,0.4939,0.4705,3,0,low,0.8867,low
malware,0.2954,0.3875,14,0,medium,0.6511,medium
malware,0.5681,0.3498,2,0,low,0.3871,low
brute_force,0.0094,0.2797,0,0,low,0.65,low
suspicious_login,0.0,0.2623,0,1,low,0.5858,low
other,0.7035,0.5849,10,1,medium,0.7749,high
brute_force,0.0,0.3407,2,0,low,0.3898,low
data_exfil,0.5154,0.449,12,0,low,0.6572,medium
suspicious_login,0.0449,0.0,1,0,high,0.3261,medium
data_exfil,0.1414,0.442,2,0,medium,0.6234,low
brute_force,0.3216,0.6878,1,1,medium,0.6587,medium
data_exfil,0.0559,0.0,0,0,medium,0.3382,low
data_exfil,0.0336,0.238,14,0,medium,0.542,medium
data_exfil,0.1351,0.0837,2,0,medium,0.5621,low
malware,0.1888,0.3065,9,0,medium,0.9112,medium
data_exfil,0.0,0.0,14,0,low,0.9025,low
brute_force,0.4472,0.1761,10,0,high,0.5523,high
malware,0.3398,0.0563,1,0,medium,0.4417,low
data_exfil,0.3761,0.4471,3,0,medium,0.1465,high
other,0.0,0.1681,5,0,low,0.3766,low
suspicious_login,0.0668,0.102,2,1,medium,0.4766,medium
brute_force,0.5457,0.4166,1,0,low,0.4817,low
malware,0.7302,0.8061,6,0,high,0.4225,high
malware,0.0014,0.2309,1,0,low,0.7537,low
other,0.3684,0.3413,9,0,high,0.7295,high
brute_force,0.2643,0.2505,5,0,low,0.8316,medium
malware,0.4869,0.273,4,0,medium,0.2473,medium
malware,0.5433,0.474,3,0,low,0.1623,medium
data_exfil,0.0,0.0,1,0,medium,0.6765,low
brute_force,0.0934,0.0,1,0,low,0.4552,low
other,0.7009,0.7714,2,0,low,0.516,medium
data_exfil,0.021,0.3458,15,0,low,0.2565,low
data_exfil,0.0,0.1304,4,1,medium,0.4765,medium
other,0.0,0.2454,11,0,medium,0.5304,medium
data_exfil,0.0,0.0,6,0,medium,0.8917,low
brute_force,0.0003,0.2991,12,0,low,0.7159,low
data_exfil,0.0507,0.0595,0,1,low,0.8962,low
brute_force,0.3782,0.4044,10,0,low,0.753,low
malware,0.1555,0.1199,2,0,low,0.558,low
suspicious_login,0.1414,0.2862,1,0,low,0.7627,low
other,0.3829,0.1483,1,0,low,0.9159,low
suspicious_login,0.0294,0.475,6,0,low,0.5866,low
brute_force,0.3653,0.2358,4,0,medium,0.1788,medium
brute_force,0.4801,0.2848,10,0,low,0.766,low
malware,0.3064,0.0104,8,0,medium,0.5338,medium
brute_force,0.1254,0.2353,2,0,high,0.4531,high
brute_force,0.0416,0.0881,9,0,low,0.3663,low
malware,0.207,0.1705,2,0,medium,0.5191,medium
data_exfil,0.3185,0.0,2,0,medium,0.299,medium
malware,0.3082,0.2784,6,0,low,0.7749,low
brute_force,0.0,0.1879,1,1,medium,0.7843,medium
data_exfil,0.4829,0.2751,16,1,low,0.6362,medium
suspicious_login,0.2166,0.183,9,0,high,0.6489,high
other,0.6884,0.3016,3,0,low,0.7324,low
suspicious_login,0.0749,0.0184,0,0,medium,0.2443,low
data_exfil,0.4112,0.1985,0,0,high,0.2163,medium
brute_force,0.0433,0.1407,10,0,low,0.6949,low
malware,0.388,0.2102,2,0,medium,0.9236,medium
malware,0.1789,0.3414,13,0,high,0.5353,medium
suspicious_login,0.4612,0.2636,2,0,medium,0.8873,medium
suspicious_login,0.4388,0.2053,3,0,high,0.6175,high
data_exfil,0.2473,0.1567,4,0,high,0.8696,medium
data_exfil,0.0068,0.0,3,0,high,0.3693,high
other,0.0981,0.2053,0,1,low,0.795,low
brute_force,0.0,0.0,0,1,high,0.3986,high
suspicious_login,0.2293,0.114,8,0,low,0.8751,medium
malware,0.5326,0.4017,0,0,high,0.4538,high
data_exfil,0.7175,0.5841,12,0,medium,0.5268,medium
data_exfil,0.3097,0.6378,8,1,medium,0.7687,high
malware,0.6107,0.2819,4,0,medium,0.3688,medium
brute_force,0.3605,0.5692,1,0,medium,0.8655,low
data_exfil,0.5208,0.6109,11,0,high,0.8542,high
malware,0.2346,0.3255,11,0,medium,0.8812,medium
brute_force,0.0722,0.0,1,0,medium,0.8869,low
brute_force,0.2879,0.4997,1,0,low,0.6943,low
other,0.0124,0.0094,1,0,medium,0.536,low
malware,0.1051,0.1955,1,0,low,0.7844,low
malware,0.3277,0.2983,0,0,medium,0.8632,medium
malware,0.2332,0.1403,2,0,low,0.3474,low
suspicious_login,0.3113,0.0,0,0,low,0.1794,low
data_exfil,0.5268,0.0176,2,1,high,0.5916,high
brute_force,0.2949,0.0,2,0,medium,0.5577,low
suspicious_login,0.3881,0.5163,1,1,high,0.7469,high
suspicious_login,0.3607,0.333,10,0,low,0.5013,low
malware,0.4348,0.2263,4,0,high,0.815,high
other,0.6265,0.5226,12,0,medium,0.4242,medium
malware,0.3699,0.0855,5,0,low,0.3737,low
